type,id,side,price,qty,ts
LIMIT,76723,SELL,1001096,80,80738
LIMIT,76724,BUY,999975,83,80739
LIMIT,76725,BUY,1001705,64,80740
LIMIT,76726,BUY,999342,89,80741
MARKET,76727,SELL,0,31,80742
LIMIT,76728,BUY,999696,100,80743
LIMIT,76729,BUY,998387,55,80744
LIMIT,76730,SELL,1001130,92,80745
LIMIT,76731,SELL,999401,75,80746
MARKET,76732,BUY,0,12,80747
LIMIT,76733,SELL,1001194,28,80748
LIMIT,76734,SELL,999514,88,80749
LIMIT,76735,SELL,998858,38,80750
CANCEL,44472,BUY,0,0,80751
LIMIT,76736,BUY,1001537,21,80752
CANCEL,61334,BUY,0,0,80753
LIMIT,76737,BUY,1001847,26,80754
LIMIT,76738,SELL,998855,91,80755
LIMIT,76739,SELL,1000997,50,80756
LIMIT,76740,BUY,998340,62,80757
LIMIT,76741,BUY,1000421,3,80758
LIMIT,76742,SELL,998183,57,80759
LIMIT,76743,BUY,998343,52,80760
LIMIT,76744,BUY,1000474,38,80761
MARKET,76745,SELL,0,16,80762
MARKET,76746,BUY,0,2,80763
LIMIT,76747,SELL,1000640,87,80764
MARKET,76748,BUY,0,22,80765
LIMIT,76749,BUY,1000305,86,80766
LIMIT,76750,SELL,999732,38,80767
LIMIT,76751,BUY,1000605,6,80768
MARKET,76752,BUY,0,27,80769
LIMIT,76753,SELL,999803,31,80770
LIMIT,76754,BUY,1000500,62,80771
LIMIT,76755,SELL,998409,18,80772
LIMIT,76756,SELL,999783,98,80773
MARKET,76757,SELL,0,9,80774
LIMIT,76758,SELL,1001650,77,80775
LIMIT,76759,SELL,1000459,50,80776
LIMIT,76760,BUY,1000897,26,80777
LIMIT,76761,SELL,999589,43,80778
LIMIT,76762,SELL,1000814,1,80779
LIMIT,76763,BUY,1000762,15,80780
CANCEL,11768,BUY,0,0,80781
LIMIT,76764,SELL,1001620,5,80782
LIMIT,76765,BUY,1001190,94,80783
LIMIT,76766,BUY,1001401,83,80784
LIMIT,76767,BUY,1000302,52,80785
LIMIT,76768,SELL,1000391,49,80786
LIMIT,76769,BUY,1001012,37,80787
LIMIT,76770,BUY,999068,26,80788
LIMIT,76771,BUY,1000242,70,80789
LIMIT,76772,BUY,999028,53,80790
LIMIT,76773,SELL,998323,22,80791
LIMIT,76774,SELL,999661,21,80792
LIMIT,76775,BUY,1001328,97,80793
LIMIT,76776,SELL,1001584,54,80794
LIMIT,76777,SELL,999826,79,80795
LIMIT,76778,SELL,998717,55,80796
LIMIT,76779,SELL,1001250,83,80797
LIMIT,76780,SELL,1000122,30,80798
LIMIT,76781,BUY,1000880,73,80799
LIMIT,76782,BUY,998668,70,80800
LIMIT,76783,SELL,1000805,73,80801
LIMIT,76784,SELL,1001268,48,80802
LIMIT,76785,BUY,999318,63,80803
LIMIT,76786,SELL,1001863,14,80804
LIMIT,76787,SELL,998769,61,80805
LIMIT,76788,SELL,999236,25,80806
LIMIT,76789,BUY,999720,76,80807
LIMIT,76790,BUY,998920,95,80808
LIMIT,76791,SELL,1000869,68,80809
LIMIT,76792,BUY,998501,29,80810
LIMIT,76793,BUY,1001409,46,80811
LIMIT,76794,SELL,999063,49,80812
LIMIT,76795,SELL,998057,9,80813
LIMIT,76796,BUY,1001144,18,80814
LIMIT,76797,SELL,1000582,19,80815
LIMIT,76798,SELL,999893,97,80816
LIMIT,76799,SELL,1000900,38,80817
LIMIT,76800,BUY,999331,2,80818
LIMIT,76801,BUY,999237,46,80819
LIMIT,76802,SELL,998459,88,80820
LIMIT,76803,BUY,1001929,28,80821
LIMIT,76804,SELL,999415,30,80822
LIMIT,76805,SELL,1000366,38,80823
LIMIT,76806,SELL,998104,69,80824
LIMIT,76807,BUY,999602,59,80825
LIMIT,76808,SELL,1000198,92,80826
CANCEL,24766,BUY,0,0,80827
LIMIT,76809,BUY,1001709,64,80828
MARKET,76810,BUY,0,15,80829
LIMIT,76811,BUY,1000936,78,80830
LIMIT,76812,BUY,998318,92,80831
LIMIT,76813,SELL,999445,36,80832
LIMIT,76814,SELL,999502,68,80833
LIMIT,76815,SELL,999802,36,80834
LIMIT,76816,BUY,1000006,22,80835
LIMIT,76817,BUY,1000588,95,80836
CANCEL,21081,BUY,0,0,80837
LIMIT,76818,BUY,1001096,28,80838
LIMIT,76819,BUY,1001571,8,80839
LIMIT,76820,BUY,1000142,43,80840
LIMIT,76821,BUY,998586,9,80841
LIMIT,76822,BUY,1000439,77,80842
LIMIT,76823,BUY,999872,93,80843
LIMIT,76824,BUY,1000040,24,80844
LIMIT,76825,BUY,999645,24,80845
LIMIT,76826,BUY,1001934,72,80846
MARKET,76827,BUY,0,38,80847
LIMIT,76828,BUY,1001431,90,80848
LIMIT,76829,BUY,999506,74,80849
LIMIT,76830,BUY,998721,89,80850
LIMIT,76831,SELL,1000568,9,80851
MARKET,76832,SELL,0,18,80852
LIMIT,76833,SELL,1001767,59,80853
LIMIT,76834,SELL,1000267,88,80854
LIMIT,76835,SELL,1001360,2,80855
LIMIT,76836,SELL,998957,38,80856
LIMIT,76837,SELL,999614,89,80857
CANCEL,47850,BUY,0,0,80858
LIMIT,76838,SELL,1001276,91,80859
LIMIT,76839,BUY,999264,92,80860
LIMIT,76840,SELL,1000236,27,80861
LIMIT,76841,SELL,1001957,99,80862
LIMIT,76842,BUY,1001779,26,80863
LIMIT,76843,SELL,1001394,19,80864
LIMIT,76844,BUY,1000822,89,80865
LIMIT,76845,BUY,1000369,24,80866
LIMIT,76846,BUY,999282,95,80867
LIMIT,76847,BUY,998034,58,80868
LIMIT,76848,BUY,1000946,72,80869
LIMIT,76849,BUY,999658,97,80870
LIMIT,76850,BUY,1000859,71,80871
LIMIT,76851,SELL,998391,26,80872
LIMIT,76852,SELL,1001068,84,80873
LIMIT,76853,SELL,1001467,70,80874
LIMIT,76854,BUY,1001861,21,80875
LIMIT,76855,SELL,998755,97,80876
LIMIT,76856,BUY,1000020,75,80877
LIMIT,76857,SELL,1000596,85,80878
LIMIT,76858,SELL,998964,48,80879
LIMIT,76859,BUY,1000892,52,80880
LIMIT,76860,SELL,998246,29,80881
LIMIT,76861,BUY,1001658,1,80882
LIMIT,76862,SELL,1000541,31,80883
LIMIT,76863,BUY,998166,43,80884
LIMIT,76864,SELL,1001953,42,80885
LIMIT,76865,SELL,998525,91,80886
LIMIT,76866,SELL,1001271,2,80887
LIMIT,76867,BUY,999565,63,80888
LIMIT,76868,BUY,998304,76,80889
CANCEL,34879,BUY,0,0,80890
LIMIT,76869,BUY,1001410,59,80891
CANCEL,12714,BUY,0,0,80892
LIMIT,76870,SELL,999087,57,80893
LIMIT,76871,SELL,999969,35,80894
LIMIT,76872,BUY,999910,31,80895
LIMIT,76873,BUY,1000035,35,80896
CANCEL,5211,BUY,0,0,80897
LIMIT,76874,SELL,999821,78,80898
LIMIT,76875,BUY,1001229,28,80899
LIMIT,76876,SELL,1000302,7,80900
LIMIT,76877,SELL,1000121,65,80901
LIMIT,76878,SELL,998280,5,80902
LIMIT,76879,SELL,1000343,24,80903
LIMIT,76880,SELL,998868,44,80904
LIMIT,76881,SELL,999748,61,80905
LIMIT,76882,SELL,999863,75,80906
LIMIT,76883,SELL,1000292,81,80907
LIMIT,76884,SELL,1001250,56,80908
LIMIT,76885,SELL,999227,9,80909
LIMIT,76886,BUY,999622,92,80910
LIMIT,76887,SELL,1000692,84,80911
LIMIT,76888,BUY,999452,16,80912
LIMIT,76889,BUY,999026,99,80913
CANCEL,1709,BUY,0,0,80914
LIMIT,76890,SELL,1000251,52,80915
LIMIT,76891,BUY,999025,17,80916
LIMIT,76892,BUY,1001290,82,80917
LIMIT,76893,SELL,1000000,16,80918
LIMIT,76894,SELL,998192,65,80919
LIMIT,76895,SELL,999867,71,80920
LIMIT,76896,BUY,999911,62,80921
LIMIT,76897,BUY,999773,17,80922
LIMIT,76898,BUY,1001488,59,80923
LIMIT,76899,SELL,998622,74,80924
LIMIT,76900,SELL,1000309,35,80925
LIMIT,76901,BUY,1000902,16,80926
MARKET,76902,BUY,0,8,80927
LIMIT,76903,SELL,998156,75,80928
LIMIT,76904,BUY,998302,48,80929
LIMIT,76905,BUY,999138,52,80930
LIMIT,76906,SELL,998448,47,80931
MARKET,76907,SELL,0,27,80932
LIMIT,76908,BUY,999220,51,80933
CANCEL,21254,BUY,0,0,80934
CANCEL,22514,BUY,0,0,80935
LIMIT,76909,SELL,998890,97,80936
MARKET,76910,SELL,0,4,80937
LIMIT,76911,BUY,998538,66,80938
LIMIT,76912,SELL,1000225,7,80939
LIMIT,76913,BUY,998715,42,80940
LIMIT,76914,BUY,1001242,49,80941
LIMIT,76915,SELL,998192,82,80942
LIMIT,76916,SELL,1001659,3,80943
LIMIT,76917,BUY,998489,30,80944
LIMIT,76918,BUY,1001948,70,80945
LIMIT,76919,SELL,999059,52,80946
LIMIT,76920,BUY,1001217,73,80947
LIMIT,76921,SELL,1001363,89,80948
LIMIT,76922,BUY,999486,16,80949
LIMIT,76923,BUY,998481,81,80950
LIMIT,76924,BUY,998846,92,80951
LIMIT,76925,BUY,999384,6,80952
LIMIT,76926,BUY,1001235,37,80953
MARKET,76927,SELL,0,18,80954
LIMIT,76928,SELL,998092,81,80955
LIMIT,76929,SELL,1000546,30,80956
MARKET,76930,BUY,0,37,80957
LIMIT,76931,SELL,998919,84,80958
LIMIT,76932,BUY,999024,60,80959
LIMIT,76933,BUY,998509,54,80960
LIMIT,76934,SELL,1001343,42,80961
LIMIT,76935,SELL,998215,42,80962
LIMIT,76936,SELL,1001284,5,80963
LIMIT,76937,SELL,1000440,41,80964
LIMIT,76938,BUY,998244,6,80965
LIMIT,76939,BUY,999362,80,80966
LIMIT,76940,SELL,998083,56,80967
LIMIT,76941,SELL,998135,96,80968
CANCEL,32798,BUY,0,0,80969
LIMIT,76942,SELL,1000363,45,80970
MARKET,76943,BUY,0,28,80971
MARKET,76944,BUY,0,21,80972
LIMIT,76945,BUY,1000055,5,80973
LIMIT,76946,BUY,1000563,73,80974
LIMIT,76947,SELL,1000394,39,80975
LIMIT,76948,SELL,1000401,63,80976
CANCEL,45336,BUY,0,0,80977
LIMIT,76949,SELL,1000970,52,80978
LIMIT,76950,BUY,1001374,56,80979
MARKET,76951,BUY,0,50,80980
LIMIT,76952,SELL,1001588,90,80981
LIMIT,76953,SELL,1001252,37,80982
LIMIT,76954,BUY,999617,41,80983
LIMIT,76955,BUY,998554,78,80984
LIMIT,76956,BUY,999839,82,80985
LIMIT,76957,BUY,998451,37,80986
LIMIT,76958,SELL,999791,69,80987
CANCEL,10091,BUY,0,0,80988
LIMIT,76959,BUY,1001833,8,80989
LIMIT,76960,SELL,1001031,18,80990
LIMIT,76961,SELL,1001330,42,80991
LIMIT,76962,SELL,1001312,14,80992
LIMIT,76963,BUY,1000727,93,80993
LIMIT,76964,SELL,998379,84,80994
MARKET,76965,SELL,0,24,80995
LIMIT,76966,BUY,998456,35,80996
LIMIT,76967,SELL,1001352,30,80997
LIMIT,76968,BUY,1001863,75,80998
LIMIT,76969,SELL,1001682,59,80999
LIMIT,76970,BUY,999515,15,81000
LIMIT,76971,BUY,1000228,35,81001
LIMIT,76972,BUY,998151,20,81002
LIMIT,76973,BUY,999964,44,81003
LIMIT,76974,BUY,998760,94,81004
LIMIT,76975,BUY,1001871,19,81005
CANCEL,2686,BUY,0,0,81006
LIMIT,76976,SELL,999874,54,81007
LIMIT,76977,SELL,999227,24,81008
LIMIT,76978,BUY,1000814,32,81009
MARKET,76979,SELL,0,28,81010
LIMIT,76980,BUY,998115,44,81011
LIMIT,76981,BUY,998047,24,81012
LIMIT,76982,BUY,999308,37,81013
LIMIT,76983,BUY,1001942,65,81014
LIMIT,76984,BUY,1000782,14,81015
MARKET,76985,BUY,0,31,81016
LIMIT,76986,BUY,1000009,63,81017
LIMIT,76987,BUY,1001340,18,81018
LIMIT,76988,SELL,998022,96,81019
MARKET,76989,BUY,0,33,81020
LIMIT,76990,SELL,1000567,1,81021
MARKET,76991,SELL,0,37,81022
LIMIT,76992,BUY,1000580,51,81023
LIMIT,76993,SELL,999125,15,81024
LIMIT,76994,SELL,1001729,34,81025
LIMIT,76995,SELL,998628,41,81026
LIMIT,76996,SELL,999946,53,81027
LIMIT,76997,SELL,1001203,60,81028
LIMIT,76998,SELL,1001524,22,81029
LIMIT,76999,BUY,999318,16,81030
LIMIT,77000,SELL,999348,10,81031
LIMIT,77001,SELL,999181,26,81032
MARKET,77002,SELL,0,35,81033
LIMIT,77003,SELL,1001073,41,81034
LIMIT,77004,SELL,1001558,69,81035
MARKET,77005,SELL,0,13,81036
LIMIT,77006,BUY,1000864,75,81037
LIMIT,77007,SELL,1000528,88,81038
LIMIT,77008,BUY,999911,92,81039
LIMIT,77009,BUY,1000935,6,81040
LIMIT,77010,BUY,1000739,79,81041
LIMIT,77011,BUY,999049,58,81042
LIMIT,77012,SELL,1000614,2,81043
LIMIT,77013,SELL,999835,99,81044
LIMIT,77014,SELL,998655,7,81045
LIMIT,77015,SELL,1001909,92,81046
LIMIT,77016,BUY,999045,44,81047
LIMIT,77017,BUY,999959,92,81048
LIMIT,77018,BUY,1000752,11,81049
LIMIT,77019,BUY,1001296,49,81050
LIMIT,77020,BUY,1001025,15,81051
LIMIT,77021,BUY,1001161,67,81052
LIMIT,77022,BUY,999764,23,81053
LIMIT,77023,SELL,1001097,31,81054
LIMIT,77024,SELL,1001088,64,81055
LIMIT,77025,SELL,1001211,2,81056
LIMIT,77026,BUY,999599,11,81057
LIMIT,77027,BUY,999208,75,81058
LIMIT,77028,SELL,1000747,31,81059
MARKET,77029,SELL,0,9,81060
MARKET,77030,BUY,0,31,81061
LIMIT,77031,BUY,999004,56,81062
LIMIT,77032,SELL,998099,16,81063
LIMIT,77033,SELL,998647,6,81064
LIMIT,77034,SELL,1000061,58,81065
LIMIT,77035,BUY,1001933,11,81066
LIMIT,77036,SELL,1000004,7,81067
LIMIT,77037,BUY,1000845,6,81068
LIMIT,77038,BUY,1001890,65,81069
LIMIT,77039,SELL,1001366,13,81070
LIMIT,77040,SELL,1001110,67,81071
LIMIT,77041,BUY,1001259,10,81072
LIMIT,77042,BUY,998056,90,81073
MARKET,77043,SELL,0,20,81074
LIMIT,77044,BUY,1001047,42,81075
LIMIT,77045,SELL,1001775,51,81076
LIMIT,77046,BUY,1001437,70,81077
LIMIT,77047,BUY,999070,32,81078
LIMIT,77048,SELL,998731,90,81079
CANCEL,40911,BUY,0,0,81080
LIMIT,77049,BUY,1000916,10,81081
LIMIT,77050,BUY,998522,92,81082
MARKET,77051,SELL,0,43,81083
LIMIT,77052,BUY,1000931,60,81084
LIMIT,77053,BUY,1001195,15,81085
LIMIT,77054,SELL,1001903,50,81086
LIMIT,77055,BUY,1001266,40,81087
LIMIT,77056,SELL,1001672,60,81088
LIMIT,77057,BUY,1001255,23,81089
LIMIT,77058,SELL,1000319,73,81090
LIMIT,77059,BUY,998418,99,81091
LIMIT,77060,SELL,1001435,91,81092
LIMIT,77061,SELL,999266,80,81093
LIMIT,77062,BUY,1001240,70,81094
LIMIT,77063,SELL,998581,3,81095
LIMIT,77064,SELL,1001820,18,81096
LIMIT,77065,BUY,1000317,55,81097
LIMIT,77066,SELL,998854,73,81098
LIMIT,77067,BUY,998120,39,81099
LIMIT,77068,SELL,1000437,49,81100
LIMIT,77069,BUY,1001066,18,81101
LIMIT,77070,BUY,998168,19,81102
LIMIT,77071,BUY,999752,66,81103
LIMIT,77072,BUY,1000877,4,81104
MARKET,77073,BUY,0,43,81105
LIMIT,77074,SELL,1001858,89,81106
LIMIT,77075,SELL,1000233,87,81107
LIMIT,77076,BUY,1000864,55,81108
LIMIT,77077,SELL,998595,51,81109
LIMIT,77078,SELL,1000003,99,81110
LIMIT,77079,SELL,998665,14,81111
LIMIT,77080,BUY,1001311,51,81112
LIMIT,77081,SELL,1000179,38,81113
LIMIT,77082,BUY,1001581,90,81114
LIMIT,77083,BUY,998321,83,81115
MARKET,77084,SELL,0,1,81116
LIMIT,77085,BUY,1001629,36,81117
LIMIT,77086,SELL,1000497,32,81118
LIMIT,77087,SELL,998831,45,81119
LIMIT,77088,SELL,998945,40,81120
LIMIT,77089,BUY,998649,90,81121
LIMIT,77090,SELL,998391,96,81122
LIMIT,77091,SELL,1000288,95,81123
LIMIT,77092,SELL,1001713,38,81124
LIMIT,77093,BUY,1000163,39,81125
MARKET,77094,BUY,0,44,81126
LIMIT,77095,BUY,1000251,84,81127
LIMIT,77096,BUY,999927,17,81128
LIMIT,77097,BUY,998343,64,81129
MARKET,77098,SELL,0,46,81130
LIMIT,77099,SELL,999015,81,81131
LIMIT,77100,BUY,1000730,6,81132
LIMIT,77101,BUY,999446,75,81133
LIMIT,77102,BUY,1001341,88,81134
LIMIT,77103,SELL,998801,78,81135
LIMIT,77104,SELL,998262,48,81136
LIMIT,77105,SELL,999312,36,81137
LIMIT,77106,BUY,999830,83,81138
LIMIT,77107,BUY,1001718,83,81139
LIMIT,77108,BUY,999473,42,81140
LIMIT,77109,BUY,1000397,3,81141
LIMIT,77110,BUY,999915,91,81142
LIMIT,77111,BUY,998148,71,81143
MARKET,77112,SELL,0,32,81144
LIMIT,77113,BUY,1000542,29,81145
LIMIT,77114,BUY,1000667,42,81146
CANCEL,49969,BUY,0,0,81147
LIMIT,77115,SELL,1001393,42,81148
LIMIT,77116,SELL,1000620,74,81149
LIMIT,77117,BUY,1001884,15,81150
LIMIT,77118,BUY,1001698,71,81151
MARKET,77119,BUY,0,25,81152
LIMIT,77120,SELL,1000692,96,81153
LIMIT,77121,SELL,999025,91,81154
LIMIT,77122,BUY,1001602,72,81155
LIMIT,77123,SELL,1000781,85,81156
LIMIT,77124,BUY,1000193,74,81157
LIMIT,77125,SELL,1001175,68,81158
LIMIT,77126,SELL,999411,23,81159
MARKET,77127,SELL,0,31,81160
LIMIT,77128,BUY,999185,65,81161
LIMIT,77129,BUY,1001277,100,81162
LIMIT,77130,BUY,1000752,60,81163
MARKET,77131,SELL,0,23,81164
CANCEL,32293,BUY,0,0,81165
LIMIT,77132,SELL,1001455,88,81166
LIMIT,77133,BUY,999208,13,81167
LIMIT,77134,SELL,998691,12,81168
LIMIT,77135,BUY,998676,41,81169
LIMIT,77136,SELL,998470,33,81170
LIMIT,77137,SELL,1000688,58,81171
MARKET,77138,BUY,0,13,81172
LIMIT,77139,SELL,998562,27,81173
LIMIT,77140,SELL,998677,25,81174
LIMIT,77141,BUY,999237,64,81175
LIMIT,77142,BUY,999303,90,81176
LIMIT,77143,SELL,1001565,55,81177
LIMIT,77144,SELL,999947,41,81178
LIMIT,77145,BUY,1001150,90,81179
MARKET,77146,BUY,0,14,81180
LIMIT,77147,SELL,1000181,100,81181
LIMIT,77148,BUY,999138,37,81182
LIMIT,77149,BUY,1000503,67,81183
LIMIT,77150,BUY,999544,53,81184
LIMIT,77151,BUY,1000731,90,81185
LIMIT,77152,BUY,1000240,17,81186
LIMIT,77153,SELL,1001478,79,81187
LIMIT,77154,BUY,999310,7,81188
LIMIT,77155,BUY,1000477,48,81189
LIMIT,77156,BUY,1000322,1,81190
LIMIT,77157,SELL,998876,68,81191
LIMIT,77158,SELL,1000175,81,81192
LIMIT,77159,BUY,1000262,23,81193
MARKET,77160,SELL,0,35,81194
LIMIT,77161,BUY,998370,78,81195
LIMIT,77162,BUY,998290,71,81196
LIMIT,77163,BUY,999825,40,81197
LIMIT,77164,BUY,1000974,88,81198
LIMIT,77165,BUY,1000266,3,81199
LIMIT,77166,BUY,998670,28,81200
LIMIT,77167,BUY,998528,77,81201
LIMIT,77168,SELL,1000609,88,81202
MARKET,77169,SELL,0,26,81203
MARKET,77170,BUY,0,49,81204
MARKET,77171,BUY,0,36,81205
LIMIT,77172,BUY,999228,4,81206
CANCEL,26769,BUY,0,0,81207
LIMIT,77173,SELL,1000502,47,81208
LIMIT,77174,BUY,998140,84,81209
LIMIT,77175,BUY,998033,93,81210
LIMIT,77176,BUY,1000408,8,81211
MARKET,77177,BUY,0,40,81212
LIMIT,77178,SELL,1001142,21,81213
LIMIT,77179,BUY,999275,42,81214
LIMIT,77180,BUY,998994,26,81215
LIMIT,77181,SELL,1000846,42,81216
MARKET,77182,BUY,0,36,81217
LIMIT,77183,SELL,999160,29,81218
LIMIT,77184,SELL,1001935,30,81219
CANCEL,15011,BUY,0,0,81220
LIMIT,77185,BUY,1000018,59,81221
LIMIT,77186,SELL,999163,44,81222
LIMIT,77187,SELL,1001680,50,81223
LIMIT,77188,SELL,1001673,3,81224
LIMIT,77189,BUY,998537,11,81225
LIMIT,77190,BUY,1001150,39,81226
LIMIT,77191,BUY,1001684,65,81227
LIMIT,77192,SELL,999988,55,81228
LIMIT,77193,SELL,998062,9,81229
LIMIT,77194,BUY,998903,90,81230
LIMIT,77195,BUY,999109,45,81231
LIMIT,77196,BUY,1001947,36,81232
LIMIT,77197,SELL,998580,5,81233
LIMIT,77198,BUY,1001661,70,81234
LIMIT,77199,SELL,1001668,49,81235
LIMIT,77200,BUY,998031,12,81236
LIMIT,77201,SELL,1001337,50,81237
MARKET,77202,SELL,0,40,81238
LIMIT,77203,BUY,1000312,43,81239
LIMIT,77204,SELL,998574,78,81240
LIMIT,77205,BUY,998811,6,81241
LIMIT,77206,BUY,1001176,21,81242
LIMIT,77207,SELL,999161,69,81243
LIMIT,77208,BUY,998118,76,81244
LIMIT,77209,SELL,998628,93,81245
LIMIT,77210,BUY,999008,100,81246
LIMIT,77211,SELL,999790,4,81247
LIMIT,77212,BUY,1001396,94,81248
LIMIT,77213,BUY,1000386,2,81249
LIMIT,77214,BUY,998931,36,81250
LIMIT,77215,BUY,1001466,13,81251
MARKET,77216,BUY,0,44,81252
LIMIT,77217,BUY,999001,16,81253
LIMIT,77218,BUY,998008,52,81254
LIMIT,77219,BUY,1001468,33,81255
LIMIT,77220,BUY,1000197,87,81256
LIMIT,77221,SELL,1000459,83,81257
LIMIT,77222,SELL,999175,6,81258
LIMIT,77223,SELL,1000029,35,81259
LIMIT,77224,BUY,1000719,63,81260
LIMIT,77225,SELL,999644,73,81261
LIMIT,77226,BUY,999924,69,81262
LIMIT,77227,SELL,1001878,24,81263
LIMIT,77228,SELL,999486,29,81264
LIMIT,77229,SELL,1001882,39,81265
LIMIT,77230,BUY,1001462,78,81266
LIMIT,77231,BUY,1000221,48,81267
LIMIT,77232,BUY,999142,89,81268
MARKET,77233,BUY,0,20,81269
LIMIT,77234,BUY,999146,74,81270
LIMIT,77235,BUY,1000484,33,81271
LIMIT,77236,SELL,998706,63,81272
MARKET,77237,SELL,0,25,81273
LIMIT,77238,SELL,1000276,67,81274
LIMIT,77239,BUY,1000449,15,81275
LIMIT,77240,BUY,1000685,40,81276
LIMIT,77241,BUY,1000018,49,81277
LIMIT,77242,SELL,999231,86,81278
LIMIT,77243,SELL,1000233,10,81279
LIMIT,77244,SELL,1000035,43,81280
CANCEL,52354,BUY,0,0,81281
LIMIT,77245,BUY,1001968,75,81282
LIMIT,77246,SELL,999790,71,81283
LIMIT,77247,BUY,999325,52,81284
LIMIT,77248,SELL,998518,89,81285
LIMIT,77249,SELL,999416,81,81286
LIMIT,77250,BUY,998943,73,81287
LIMIT,77251,BUY,999253,6,81288
LIMIT,77252,SELL,998799,48,81289
LIMIT,77253,BUY,1001870,91,81290
LIMIT,77254,BUY,1001893,69,81291
MARKET,77255,SELL,0,40,81292
LIMIT,77256,SELL,1000861,16,81293
LIMIT,77257,SELL,1000583,42,81294
LIMIT,77258,SELL,998487,58,81295
LIMIT,77259,SELL,998611,84,81296
LIMIT,77260,SELL,998989,80,81297
LIMIT,77261,SELL,1000734,29,81298
LIMIT,77262,SELL,998150,91,81299
LIMIT,77263,SELL,999135,86,81300
LIMIT,77264,SELL,1000877,46,81301
LIMIT,77265,BUY,1000747,23,81302
LIMIT,77266,SELL,1001160,74,81303
LIMIT,77267,BUY,1000519,55,81304
LIMIT,77268,SELL,1000491,22,81305
LIMIT,77269,BUY,1001019,70,81306
LIMIT,77270,BUY,1001164,51,81307
MARKET,77271,SELL,0,27,81308
LIMIT,77272,SELL,1000800,36,81309
LIMIT,77273,SELL,998802,82,81310
LIMIT,77274,SELL,998044,50,81311
LIMIT,77275,BUY,1000640,36,81312
LIMIT,77276,SELL,998022,30,81313
LIMIT,77277,SELL,998060,80,81314
LIMIT,77278,BUY,999977,14,81315
LIMIT,77279,BUY,1000292,98,81316
LIMIT,77280,BUY,998758,53,81317
LIMIT,77281,BUY,998791,76,81318
LIMIT,77282,BUY,999562,66,81319
LIMIT,77283,BUY,999799,42,81320
LIMIT,77284,SELL,998752,21,81321
LIMIT,77285,SELL,998848,94,81322
LIMIT,77286,SELL,1001786,56,81323
LIMIT,77287,SELL,1001395,43,81324
LIMIT,77288,SELL,1000098,95,81325
LIMIT,77289,BUY,998737,74,81326
LIMIT,77290,SELL,999058,5,81327
LIMIT,77291,BUY,998078,80,81328
CANCEL,27902,BUY,0,0,81329
LIMIT,77292,BUY,999320,13,81330
LIMIT,77293,SELL,1001071,16,81331
MARKET,77294,SELL,0,5,81332
LIMIT,77295,BUY,1000789,53,81333
MARKET,77296,BUY,0,42,81334
LIMIT,77297,SELL,999245,42,81335
LIMIT,77298,BUY,998049,5,81336
LIMIT,77299,SELL,999820,70,81337
LIMIT,77300,BUY,1000972,48,81338
LIMIT,77301,SELL,998782,92,81339
LIMIT,77302,SELL,1000537,58,81340
LIMIT,77303,BUY,1001523,42,81341
LIMIT,77304,SELL,999411,22,81342
LIMIT,77305,BUY,999915,92,81343
LIMIT,77306,BUY,998532,49,81344
LIMIT,77307,BUY,998862,41,81345
LIMIT,77308,BUY,1001372,12,81346
LIMIT,77309,SELL,999029,29,81347
LIMIT,77310,BUY,1001024,35,81348
LIMIT,77311,BUY,1001041,100,81349
LIMIT,77312,BUY,998802,27,81350
LIMIT,77313,SELL,998323,85,81351
LIMIT,77314,SELL,1000549,97,81352
MARKET,77315,SELL,0,28,81353
LIMIT,77316,SELL,998288,60,81354
LIMIT,77317,BUY,1000118,71,81355
LIMIT,77318,BUY,1000186,44,81356
LIMIT,77319,SELL,1000049,24,81357
MARKET,77320,BUY,0,32,81358
LIMIT,77321,BUY,1001983,63,81359
LIMIT,77322,BUY,999791,91,81360
LIMIT,77323,SELL,999731,66,81361
LIMIT,77324,BUY,1001227,40,81362
LIMIT,77325,BUY,1000846,57,81363
LIMIT,77326,BUY,1001164,47,81364
MARKET,77327,BUY,0,46,81365
LIMIT,77328,BUY,998323,66,81366
MARKET,77329,SELL,0,23,81367
LIMIT,77330,BUY,998593,55,81368
LIMIT,77331,BUY,1001004,42,81369
LIMIT,77332,SELL,998758,62,81370
LIMIT,77333,SELL,998555,47,81371
LIMIT,77334,BUY,999623,28,81372
LIMIT,77335,BUY,998150,67,81373
LIMIT,77336,BUY,1000608,58,81374
LIMIT,77337,BUY,998954,56,81375
LIMIT,77338,SELL,1001795,92,81376
LIMIT,77339,SELL,999204,17,81377
LIMIT,77340,BUY,1000343,17,81378
LIMIT,77341,SELL,999386,23,81379
LIMIT,77342,BUY,999096,90,81380
MARKET,77343,SELL,0,12,81381
MARKET,77344,SELL,0,9,81382
LIMIT,77345,BUY,1000345,95,81383
LIMIT,77346,SELL,1001515,56,81384
LIMIT,77347,SELL,999577,79,81385
LIMIT,77348,BUY,1001283,20,81386
LIMIT,77349,BUY,1000998,5,81387
LIMIT,77350,SELL,1001010,77,81388
MARKET,77351,BUY,0,41,81389
LIMIT,77352,SELL,1000481,67,81390
LIMIT,77353,BUY,1000066,59,81391
LIMIT,77354,BUY,1000991,87,81392
MARKET,77355,SELL,0,39,81393
LIMIT,77356,BUY,1001116,91,81394
LIMIT,77357,BUY,1001827,96,81395
